Life expectancy ,Adult Mortality,Alcohol, BMI ,Total expenditure, HIV/AIDS,GDP,Income composition of resources,Schooling
70,144,0.2,49.5,,0.1,,0.603,8.6
81.4,64,,62.8,,0.1,6664.144,0.92,18.6
81.2,66,10.75,62.1,7.78,0.1,5553.32623,0.91,18.6
81,67,10.49,61.3,8.1,0.1,5234.76736,0.902,18.6
85,69,11.49,6.5,8.32,0.1,49231.36254,0.895,18.5
84,7,11.72,59.7,8.15,0.1,52567.52568,0.909,18.5
86,68,11.88,58.9,8.76,0.1,48538.58776,0.907,18.2
79.7,77,11.41,58.2,9.53,0.1,51983.78892,0.909,17.9
79.8,75,12.66,57.4,8.64,0.1,61235.415,0.908,17.9
79.5,75,13.59,56.6,7.57,0.1,61388.17457,0.902,17.6
79,78,13.44,55.8,7.22,0.1,54326.9713,0.896,17.6
78.7,78,13.31,55.1,7.27,0.1,5886.82789,0.889,17.5
78.3,82,13.32,54.4,7.34,0.1,47631.6377,0.88,17.1
78,82,13.24,53.6,7.5,0.1,4117.15532,0.87,16.8
77.4,88,14.17,52.9,6.85,0.1,32539.1937,0.862,16.5
77,89,14.27,52.2,6.6,0.1,28223.55528,0.857,16.4
76.4,94,14.07,51.5,6.3,0.1,26241.91883,0.848,16.2
82.5,58,,64.9,,0.1,35729.37253,0.898,16
82.2,6,2.62,64.6,7.81,0.1,37582.84624,0.895,16
82.1,61,2.69,64.2,7.89,0.1,36393.66932,0.891,15.9
81.8,6,2.78,63.8,7.73,0.1,32569.59683,0.889,15.9
81.8,61,2.67,63.4,7.39,0.1,33657.15727,0.883,15.8
81.7,61,2.63,63,7.36,0.1,3661.994,0.878,15.7
81.5,63,2.55,62.6,7.46,0.1,27795.87671,0.876,15.6
81,65,2.47,62.1,7.33,0.1,29657.4421,0.877,15.8
84,68,2.33,61.6,7.37,0.1,258.637,0.872,15.7
84,68,2.23,61.1,7.38,0.1,2195.1769,0.87,15.7
80,71,2.41,6.6,7.44,0.1,2611.17931,0.866,15.8
81,69,2.23,6.1,7.35,0.1,19888.172,0.863,15.9
79.7,71,2.32,59.6,7.44,0.1,18946.99942,0.863,16
79.3,74,2.47,59.2,7.49,0.1,18431.15696,0.855,15.3
79.3,74,2.53,58.7,7.61,0.1,236.19646,0.85,15.1
78.9,76,2.53,58.3,7.13,0.1,2152.1432,0.845,15.2
82.7,56,,63.6,,0.1,349.14755,0.881,16.3
82.5,57,7.56,63.1,9.25,0.1,35396.66517,0.877,16.3
82.3,58,7.35,62.6,9.22,0.1,3537.27441,0.876,16.5
82,6,7.49,62.1,9.28,0.1,34814.12436,0.877,16.6
82,6,6.98,61.5,9.27,0.1,38334.68477,0.872,16.4
81.8,6,6.95,61,9.42,0.1,35849.37364,0.869,16.4
81.6,61,7.25,6.5,9.41,0.1,36976.84512,0.868,16.3
81.5,61,7.96,59.9,8.89,0.1,464.18465,0.866,16.3
81.3,63,8.37,59.4,8.48,0.1,37698.78573,0.862,16.1
81.2,65,8.44,58.8,8.82,0.1,3341.7482,0.856,16
88,66,8.65,58.2,8.71,0.1,31959.26215,0.851,15.8
89,66,8.98,57.6,8.49,0.1,31174.56118,0.846,15.6
79.9,72,9.3,57,8.17,0.1,27387.2258,0.841,15.4
80,72,9.25,56.4,8.23,0.1,22196.5736,0.836,15.2
79.8,75,9.69,55.7,8.11,0.1,24.819,0.828,14.9
79.4,77,9.78,55,7.91,0.1,251.2426,0.823,14.8
76.2,125,,54.2,,0.5,4965.989857,0.729,12.8
75.8,133,3.83,53.5,5.36,0.5,4855.743789,0.727,12.8
75.6,136,3.79,52.7,5.91,0.6,56.144952,0.727,12.8
75.3,138,3.65,52,5.66,0.5,521.33363,0.725,12.8
75.2,139,3.58,51.2,5.21,0.6,513.549487,0.722,12.8
75,138,3.55,5.5,5.3,0.5,4682.728424,0.721,12.7
74.7,142,3.33,49.7,5.16,0.6,4293.383274,0.721,12.7
74.5,145,3.51,48.9,5.4,0.4,492.492378,0.718,12.6
74.2,148,3.64,48.1,4.87,0.9,462.517913,0.714,12.5
74,15,3.63,47.2,4.22,1.5,4313.1682,0.709,12.5
73.5,161,3.59,46.3,4.7,1.9,482.24762,0.706,12.4
73.3,165,3.67,45.4,4.8,2.3,3719.97351,0.689,11.1
73.1,166,3.48,44.5,4.56,2.3,3465.221998,0.694,11.9
73,167,3.76,43.5,4.86,2.3,3596.496282,0.69,11.7
72.7,171,3.89,42.5,5.34,2.2,3394.878,0.68,10.9
72.6,171,3.46,41.6,5.81,2.2,336.8742,0.682,11.4
83.7,55,,29,,0.1,34474.13736,0.902,15.3
83.5,57,0.01,28.6,1.23,0.1,3896.21151,0.899,15.3
83.5,56,7.55,28.2,1.25,0.1,4454.44746,0.894,15.3
83.3,58,7.39,27.8,1.17,0.1,4863.47665,0.889,15.3
82.5,64,7.39,27.4,1.7,0.1,48167.99727,0.884,15.1
83,62,6.9,26.9,9.58,0.1,4457.67639,0.879,15.1
83,64,7.09,26.4,9.51,0.1,4855.17564,0.881,15
82.7,66,7.11,25.9,8.6,0.1,39339.29757,0.88,15
82.6,67,7.29,25.4,8.25,0.1,35275.22843,0.877,15
82.4,68,7.49,24.9,8.19,0.1,35433.98896,0.873,14.9
82,69,7.99,24.4,8.18,0.1,37217.64873,0.87,14.9
82.1,68,7.7,23.8,8.3,0.1,37688.72234,0.866,14.8
81.9,7,7.83,23.4,8,0.1,3488.3992,0.863,14.8
81.8,7,7.87,22.9,7.85,0.1,32289.3554,0.86,14.7
81.5,72,8.03,22.5,7.75,0.1,33846.46564,0.856,14.6
81.1,74,7.97,22.2,7.53,0.1,38532.488,0.852,14.5
74.1,112,,65.6,,0.1,496.99275,0.741,13.1
74,113,0.41,64.8,7.45,0.1,466.94775,0.737,13.1
73.9,114,0.4,64,7.23,0.1,3992.86717,0.737,13.1
73.7,115,0.41,63.2,8,0.1,387.753211,0.735,12.9
73.6,116,0.43,62.4,8.39,0.1,387.324145,0.737,13.1
73.4,117,0.51,61.7,8.42,0.1,3679.19275,0.739,13.2
73.3,118,0.59,6.9,9.54,0.1,3492.1396,0.742,13.6
73.1,119,0.61,6.1,8.78,0.1,3385.69665,0.739,13.6
73,12,0.6,59.3,8.35,0.1,2762.86354,0.736,13.6
72.8,121,0.59,58.6,8.8,0.1,2537.349,0.733,13.7
72.4,127,0.55,57.8,8.88,0.1,223.83787,0.73,13.8
72.5,125,0.54,57,9.5,0.1,261.456882,0.723,13.5
72.3,127,0.54,56.3,9.15,0.1,1889.213962,0.717,13.2
72.1,129,0.54,55.5,9.68,0.1,1812.288374,0.712,13
71.9,131,0.55,54.8,9.9,0.1,1728.2659,0.706,12.7
71.7,133,0.49,54,9.65,0.1,1657.889256,0.7,12.6
72,198,,53.1,,0.1,159.9817,0.793,15
69.9,22,6.29,52.3,4.36,0.1,1286.56511,0.789,15
69.5,28,6.48,51.4,4.3,0.1,1389.8561,0.782,15
69.1,214,6.82,5.6,4.32,0.1,12387.18982,0.774,14.7
68.5,224,6.63,49.9,4.6,0.1,11634.42422,0.766,14.4
67.8,236,6.83,49.2,4.42,0.1,97.649972,0.763,14.5
67.8,235,6.64,48.5,4.13,0.1,7165.2775,0.758,14.6
66.6,258,7.6,47.9,3.65,0.1,8513.564645,0.758,14.6
65.3,288,7.44,47.3,3.19,0.1,6771.414797,0.754,14.7
65,295,7.08,46.8,3.73,0.1,5291.57565,0.747,14.3
64.6,294,6.94,46.3,4.7,0.1,3771.278957,0.737,13.9
64.7,287,6.55,45.8,3.95,0.1,2874.288291,0.725,13.5
64.4,282,6.58,45.3,3.7,0.1,268.123657,0.714,13.1
64.7,276,5.99,44.8,3.61,0.1,1658.31146,0.7,12.7
64.4,284,5.75,44.4,3.47,0.1,149.926751,0.685,12.3
63.9,292,6,43.9,4.16,0.1,1229.958,0.676,12.1
63.4,249,,22,,2.8,1349.97144,0.55,11.1
62.9,255,0.01,21.3,5.72,2.9,1335.6458,0.546,11.1
62.6,258,1.84,2.7,5.57,3,1229.114798,0.541,11.1
62.1,263,1.81,2.1,5.49,3,1155.2582,0.536,11.1
61.2,278,1.8,19.5,5.23,3.4,987.4453967,0.53,11.1
63,294,1.73,18.9,3.97,4.3,967.34773,0.523,11.1
59.1,317,1.86,18.4,4.17,5,92.816252,0.514,10.7
57.9,339,1.71,17.9,3.9,6.4,916.8992515,0.506,10.4
56.8,356,1.97,17.3,4.8,9.1,839.181117,0.494,10.1
55.3,388,1.76,16.9,4.24,10.3,697.66385,0.483,9.7
54.1,412,1.82,16.4,4.36,11.6,519.7999346,0.474,9.6
53,432,1.43,15.9,4.29,13.2,458.8843551,0.461,8.9
52.4,437,1.49,15.5,4.45,14.5,436.6875357,0.45,8.2
52.1,437,1.66,15.1,4.54,15.7,395.8493511,0.451,8.5
51.9,434,1.63,14.7,4.62,16.9,41.7763612,0.447,8.4
51.9,428,1.51,14.4,4.68,18.1,43.9797132,0.448,8.4
66.3,198,,77.6,,0.1,1424.483611,0.586,11.9
66.1,2,0.01,77.1,1.21,0.1,1684.54274,0.597,11.9
65.8,22,0.01,76.7,1.15,0.1,1724.361737,0.589,11.9
65.7,24,0.01,76.2,1.37,0.1,1763.815497,0.581,11.9
65.5,26,0.53,75.7,1.42,0.1,1692.613277,0.585,11.9
65.3,27,0.48,75.2,1.52,0.1,1493.1651,0.584,11.9
65.2,28,0.54,74.6,12.24,0.1,1297.285141,0.576,11.9
65.1,21,0.46,74.1,12.23,0.1,1413.3234,0.572,11.6
65,211,0.68,73.4,13.66,0.1,1357.632211,0.574,11.8
65,212,0.76,72.8,1.93,0.1,1151.555618,0.576,12.1
64.9,213,0.6,72.1,1.6,0.1,1214.556667,0,12.2
64.8,214,0.48,71.4,1.39,0.1,113.6286,0,12.4
64.7,215,0.5,7.6,9.98,0.1,115.3865,0,11.6
64.6,217,0.49,69.7,9.1,0.1,826.58554,0,11.7
64.3,219,0.6,68.8,9,0.1,734.9492461,0,10.4
64.1,222,0.46,67.9,8.12,0.1,796.7937634,0,10
74.7,81,,71.4,,0.1,28975.418,0.799,13.3
74.6,82,0.01,7.8,3.4,0.1,42996.4812,0.787,13
74.5,83,0.01,7.2,2.56,0.1,48399.9581,0.796,13.1
74.3,84,0.01,69.5,2.57,0.1,51264.7134,0.794,13.2
74.2,85,0.02,69,2.62,0.1,48268.5912,0.792,13.4
74,86,0.01,68.4,2.76,0.1,38497.61696,0.79,13.5
73.9,87,0.1,67.9,3.87,0.1,37567.3121,0.788,13.6
73.8,88,0.03,67.5,1.93,0.1,55571.9986,0.787,13.8
73.7,89,0.03,67.1,2.13,0.1,45793.97614,0.787,13.9
73.6,89,0.01,66.7,2.25,0.1,42717.55725,0.787,14.1
73.6,9,0.01,66.3,2.38,0.1,3549.26132,0.789,14.2
73.5,91,0.02,65.9,2.76,0.1,26921.8278,0.791,14.4
73.4,93,0.03,65.5,3.23,0.1,2271.56961,0.788,14.1
73.3,94,0.01,65,3.56,0.1,17789.41981,0.785,13.9
73.2,95,0.01,64.5,3.61,0.1,1654.96761,0.786,14
73.2,96,0.01,64,2.51,0.1,18389.38433,0.786,14.1
71.1,166,,44.9,,0.1,,0.662,13
78,17,0.01,43.9,6.48,0.1,,0.656,12.8
77,174,0.01,43,6.68,0.1,,0.647,12.5
69.9,18,0.01,42.2,6.97,0.1,,0.638,12.3
69.4,188,3.28,41.4,6.18,0.2,,0.632,12.1
68.8,199,2.73,4.7,6.66,0.1,,0.631,12.2
68.5,21,2.39,4.1,6.79,0.1,,0.629,12.4
67.6,217,2.53,39.5,6.7,0.2,,0.624,12.6
67.2,229,2.77,39,6.87,0.1,,0.618,12.6
66.7,234,2.48,38.5,6.73,0.1,,0.613,12.5
66.9,224,2.81,38,5.82,0.1,,0.612,12.4
67.1,218,3.41,37.5,5.57,0.1,,0.609,12.5
66.6,217,3.52,37,5.43,0.1,,0.602,12.2
66.7,215,3.31,36.5,5.43,0.1,,0.601,12.1
67.2,217,2.62,36,4.79,0.1,,0.593,11.8
66.6,225,2.13,35.6,4.68,0.1,,0.586,11.4
65.7,194,,21.7,,0.2,,0.582,10.8
65.3,199,0.01,2.9,1.87,0.2,,0.573,10.6
64.9,23,0.01,2.1,2,0.3,,0.563,10.4
64.4,28,0.01,19.4,2.12,0.3,,0.554,10.2
64,213,5.39,18.7,2.2,0.3,,0.542,9.9
63.6,218,5.95,18,2.75,0.3,,0.535,9.6
63.1,223,5.18,17.3,3.77,0.2,,0.525,9.4
62.6,228,5.1,16.7,2.77,0.2,,0.518,9.2
62.1,234,5,16.1,4.14,0.2,,0.509,9
61.5,24,3.69,15.5,4.14,0.2,,0.503,9
61,246,3.68,14.9,4.32,0.2,,0.494,8.7
64,252,3.53,14.4,4.54,0.2,,0.485,8.6
59.8,259,3.41,13.8,4.91,0.1,,0.477,8.3
59.3,265,3.33,13.3,4.4,0.1,,0.468,8
58.7,271,3.13,12.7,4.32,0.1,,0.463,8
58.1,278,5.16,12.3,3.41,0.1,,0.459,8
74.6,153,,61.2,,0.1,13666.58336,0.828,16
74.4,156,0.01,6.7,5.88,0.1,15725.1374,0.822,16
74.1,161,10.37,6.2,5.67,0.1,1532.22924,0.814,15.4
73.8,163,10.21,59.8,5.91,0.1,13822.8559,0.812,15.5
73.6,169,10.14,59.4,6.1,0.1,1372.68947,0.81,15.8
72.8,18,9.8,58.9,6.55,0.1,11326.21947,0.815,16
72.6,184,9.85,58.5,6.84,0.1,12219.37379,0.821,16.4
71.9,199,11.84,58.1,6.63,0.1,16348.53121,0.819,16.3
78,221,12.12,57.7,7.1,0.1,1444.1589,0.814,16.2
75,229,10.4,57.4,6.8,0.1,9667.9757,0.807,16.2
76,216,9.92,57,6.37,0.1,7558.7426,0.791,15.9
71,26,8.81,56.6,6.51,0.1,6351.8125,0.776,15.5
78,29,8.24,56.3,6.15,0.1,5134.95694,0.761,15.2
73,219,7.44,56,6.29,0.1,4132.34927,0.746,14.8
69.9,228,6.68,55.7,6.17,0.1,3572.8513,0.728,14.2
71,218,7.13,55.4,6,0.1,3352.731296,0.716,13.7
74.9,98,,66.1,,0.1,846.632851,0.763,13.3
74.8,99,1.32,65.4,6.39,0.1,8161.4614,0.763,13.3
74.9,97,1.29,64.9,6.63,0.1,846.285153,0.766,13.3
75,93,1.53,64.4,6.99,0.1,8787.94668,0.763,13.3
75,93,1.57,64,7.12,0.1,8734.9653,0.758,13.2
74.9,94,1.58,63.5,7.19,0.1,8763.826274,0.752,13.3
74.7,95,1.62,63,7.42,0.1,84.268878,0.746,13.2
74.5,98,1.67,62.5,8.7,0.1,712.775759,0.74,13.1
74.4,98,1.72,61.9,8.9,0.1,614.271115,0.731,12.9
74.1,1,1.82,61.4,8.83,0.1,5372.65899,0.733,13.2
73.9,11,1.94,6.8,8.42,0.1,5339.441291,0,13.7
73.7,13,2.1,6.2,8.91,0.1,5424.22356,0,14.2
73.5,15,2.19,59.7,9.3,0.1,5425.6697,0,14.8
73.2,17,1.98,59.1,1.5,0.1,5436.595223,0,15.2
73,11,2.19,58.6,1.9,0.1,5253.122599,0,15
72.7,112,2.26,57.9,1.86,0.1,5334.93329,0,14.9
53.7,484,,32.6,,9.3,173.82893,0.495,10.7
52.1,522,0.01,32,1.62,9.4,1174.839214,0.491,10.8
52.1,518,0.01,31.4,11.7,9.6,1196.1335,0.484,11.1
52.2,513,0.01,3.8,11.14,9,1281.516,0.479,11
52.3,52,2.39,3.2,11.79,10.5,1352.38433,0.469,11
51.1,527,2.71,29.7,1.87,13.4,1173.26212,0.464,10.9
49.4,566,2.75,29.2,9.8,18.2,923.136931,0.453,10.8
47.8,592,2.75,28.8,8.85,27.3,934.428563,0.447,10.7
46.2,633,2.69,28.3,8.47,30,918.432717,0.44,10.6
45.3,654,2.61,27.9,7.12,34.1,915.775754,0.437,10.7
44.5,675,2.67,27.4,6.3,34.8,862.9463118,0.437,10.7
44.8,666,1.8,26.9,6.96,34.6,781.5145936,0.439,10.7
45.5,648,1.99,26.4,7.13,33.8,63.636279,0.44,10.5
46.4,622,2.95,25.9,6.91,32.5,47.89395,0.446,10.4
47.8,586,2.86,25.4,7.53,31.2,437.819184,0.443,10.3
49.3,543,3.1,24.9,6.92,29.8,474.8197876,0.445,9.6
61.4,259,,27.3,,0.9,452.38717,0.427,9.9
58.1,329,0.01,26.7,1.4,0.9,458.4651734,0.426,9.9
61.1,258,0.01,26.1,9.25,1.1,454.1222236,0.419,9.8
67,261,0.01,25.6,1.19,1.2,415.361958,0.416,9.6
62,266,3.72,25,11.23,1.5,379.689583,0.406,9.5
59.7,272,3.64,24.5,11.87,1.8,327.42597,0.403,9.6
59.2,277,3.75,24,14.39,2.1,33.667491,0.4,9.7
58.6,281,3.88,23.4,11.83,2.4,232.61732,0.394,9.8
57.9,286,4.03,22.9,1.24,2.8,21.3733292,0.383,9.9
56.7,32,4.05,22.4,1.9,3,178.92799,0.377,10
55.3,316,4.19,22,8.4,3.1,168.648254,0.372,10.1
54,329,4.24,21.5,8.77,3.2,149.4452549,0.335,10.2
50,42,4.21,21.1,3.44,3.2,133.494518,0.373,10.3
56,371,4.27,2.7,5.43,3.1,177.285187,0.376,10.4
51.5,333,4.4,2.4,6.41,3.1,174.1815473,0.386,10.5
51.9,39,4.46,2.2,5.91,3.1,183.4149991,0.338,8.7
72.7,138,,64.8,,0.1,,0.719,13.4
72.4,143,0.01,63.8,4.97,0.1,,0.73,13.4
72.9,134,0.01,62.8,4.33,0.1,,0.735,13.4
72.9,133,0.01,61.8,4.3,0.1,,0.706,13.7
71.3,161,0.01,6.9,4.77,0.1,562.549434,0.756,14
72.8,132,0.01,59.9,3.5,0.1,1212.56217,0.755,14.3
72.7,132,0.01,59,3.16,0.1,1296.97353,0.757,14.6
72.6,132,0.01,58.2,2.4,0.1,14396.4865,0.757,14.8
72.5,132,0.01,57.4,2.63,0.1,1138.56661,0.756,15.1
72.2,134,0.01,56.7,2.51,0.1,9344.987518,0.752,15.4
71.9,138,0.01,56,2.71,0.1,8171.361651,0.748,15.7
71.5,141,0.01,55.3,3.46,0.1,586.8364,0.747,15.9
71.3,144,0.01,54.6,4.6,0.1,4676.96753,0.74,16
71.1,146,0.01,54,4.57,0.1,375.442638,0.736,15.8
71,147,0.01,53.4,4.6,0.1,6269.58123,0.732,15.7
78,148,0.01,52.8,3.41,0.1,7145.628494,0.727,15.5
73.6,165,,62.4,,0.1,14252.42853,0.846,16.5
73.4,169,15.19,61.9,6.55,0.1,16554.97139,0.841,16.5
73,178,15.04,61.4,6.59,0.1,15712.82376,0.834,16.4
73,176,15.14,6.9,6.67,0.1,14341.836,0.83,16.5
72.8,18,12.66,6.5,6.86,0.1,14357.73679,0.826,16.7
72.4,188,12.9,6,7.9,0.1,11984.86857,0.824,16.8
72.2,192,12.4,59.7,7.53,0.1,11837.3913,0.825,16.6
71.1,224,13.3,59.3,6.61,0.1,14961.56818,0.82,16.5
72,24,13.4,59,6.22,0.1,12297.91535,0.812,16.4
76,229,12.7,58.7,6.2,0.1,924.642548,0.807,16.4
78,222,12.3,58.4,5.83,0.1,7863.1629,0.798,16.2
71.6,24,12.1,58.1,5.67,0.1,676.966998,0.792,16.3
71.6,22,11.29,57.8,6.46,0.1,555.535669,0.78,15.8
71.4,22,11,57.5,6.4,0.1,4146.987928,0.77,15.3
71.2,21,10.2,57.2,6.26,0.1,353.147337,0.757,14.7
71.6,2,9.87,56.9,6.46,0.1,3297.35471,0.745,14
82,63,,61.3,,0.1,1199.8223,0.896,13.9
81.7,65,11.12,6.9,6.94,0.1,119172.7418,0.892,13.9
81.4,68,11.02,6.5,7.1,0.1,113751.85,0.892,13.9
81.1,7,11.34,6.1,7.18,0.1,16749.136,0.892,13.9
88,72,11.5,59.6,7.34,0.1,115761.577,0.894,13.9
86,73,11.36,59.2,7.68,0.1,14965.361,0.884,13.7
83,76,11.42,58.8,8.11,0.1,13198.6693,0.888,13.5
80,8,11.53,58.4,7.34,0.1,114293.8433,0.887,13.5
79.7,82,11.75,57.9,6.8,0.1,1618.4928,0.877,13.5
79.4,85,11.98,57.5,7.75,0.1,89739.7117,0.88,13.5
78.8,9,11.84,57,7.95,0.1,8289.69641,0.874,13.5
78.7,92,12.42,56.4,8.2,0.1,75716.3518,0.867,13.5
78.6,92,12.61,55.8,7.67,0.1,65445.8853,0.865,13.6
78.3,95,12.91,55.2,8.27,0.1,5293.64115,0.86,13.5
78,96,12.89,54.6,7.4,0.1,48179.4285,0.854,13.4
77.8,98,13.14,54,7.48,0.1,48735.99549,0.848,13.5
65.5,22,,2.5,,0.3,41.8575951,0.511,10.3
65.1,225,0.01,2,3.4,0.3,452.4631926,0.509,10.3
64.7,23,0.87,19.5,4.15,0.4,461.723722,0.508,10.3
64.3,235,0.87,19,3.46,0.4,443.9611,0.506,10.2
63.8,241,0.97,18.5,4.24,0.4,454.963464,0.504,10.2
63.3,248,1.03,18,4.86,0.5,412.739341,0.503,10.2
62.8,254,0.91,17.6,4.7,0.5,415.6893226,0.5,9.7
62.3,259,0.68,17.1,4.5,0.5,47.733254,0.491,9.4
61.9,261,0.71,16.7,4.98,0.6,377.8482928,0.483,9.1
61.4,263,0.68,16.3,5.11,0.6,292.157443,0.478,9
69,265,0.72,15.8,5.3,0.6,274.819723,0.473,8.9
64,267,0.81,15.4,4.89,0.6,245.1235876,0.466,8.7
59.9,268,0.93,15,4.81,0.7,316.7998965,0.457,8.5
59.3,271,0.9,14.7,5.29,0.7,262.2859481,0.462,8.3
58.7,276,1.05,14.3,5.17,0.7,278.555732,0.456,8.2
57.9,283,1.16,13.9,5.8,0.6,245.939659,0,8
58.3,365,,19.6,,4.8,362.6575444,0.473,10.8
57.6,377,0.01,19.2,11.38,5.1,354.7253961,0.466,10.7
56.7,394,0.01,18.8,1.96,6.3,332.922339,0.459,10.7
55.3,42,0.01,18.4,12.6,8.3,374.51882,0.454,10.7
54.1,441,1.23,18,11.67,11.2,512.125451,0.444,10.6
52.9,462,1.08,17.6,1.5,13.7,458.8681744,0.43,10.2
51.5,491,1.16,17.3,1.18,14.9,42.7379657,0.415,9.9
50,525,1.27,16.9,1.7,16.9,372.842678,0.4,9.6
48.5,559,1.18,16.6,9.31,19.3,32.2227274,0.387,9.7
47.1,587,1.18,16.2,8.99,21.1,297.6971211,0.377,9.6
46,66,1.04,15.9,8.2,22.4,28.3673842,0.371,9.7
45.1,615,1.11,15.5,7.82,23.4,274.2256294,0.366,10
44.6,613,1.08,15.2,6.35,24.2,26.152517,0.362,10.3
44,67,1.1,14.8,4.82,24.7,29.9798977,0.388,10.4
43.5,599,1.15,14.4,5.7,25.1,146.7615397,0.387,10.1
43.1,588,1.18,14.1,6.7,25.5,153.2594872,0.391,10.7
75,123,,4.6,,0.1,9643.644683,0.787,13.1
74.8,126,0.52,39.5,4.17,0.1,11183.96191,0.783,13
74.6,128,0.53,38.5,4.2,0.1,1882.27842,0.779,12.9
74.5,129,0.53,37.4,4.1,0.1,1779.49641,0.776,12.9
74.3,13,0.51,36.3,3.89,0.1,145.1262,0.774,13
74.1,131,0.49,35.3,3.99,0.1,971.356987,0.764,12.8
74,131,0.47,34.4,3.97,0.1,7326.744435,0.756,12.6
73.8,132,0.47,33.4,3.47,0.1,8513.629541,0.747,12.5
73.7,133,0.43,32.5,3.61,0.1,7269.17114,0.736,12.3
73.6,134,0.42,31.6,3.65,0.1,6222.982955,0.732,12.7
73.4,135,0.46,3.7,3.29,0.1,5593.822995,0.734,12.9
73.2,137,0.49,29.8,3.74,0.1,4955.477743,0.731,12.7
73.1,138,0.48,28.8,3.95,0.1,4463.675893,0.724,12.1
72.9,14,0.49,27.9,3.4,0.1,4167.364387,0.723,12
72.7,144,0.53,27,3.4,0.1,3915.11546,0.725,11.9
72.4,149,0.54,26,3.4,0.1,445.17471,0.715,11.6
78.5,61,,27.4,,0.1,8395.785198,0.701,12.7
78.2,62,0.01,26.2,13.73,0.1,7716.2415,0.693,12.7
77.9,64,0.01,25.1,11.16,0.1,7112.33575,0.683,12.4
77.6,65,0.01,24.1,9.16,0.1,6541.7465,0.675,12.1
77.3,67,1.92,23.1,8.11,0.1,6497.55443,0.663,11.8
76.7,73,1.83,22.1,7.93,0.1,633.79498,0.653,11.6
76.3,75,1.59,21.2,9.22,0.1,597.1659,0.651,11.8
75.9,81,1.76,2.3,9.3,0.1,5828.621374,0.641,11.8
75.4,82,1.78,19.5,6.64,0.1,52.862285,0.632,11.9
75,88,1.62,18.7,7.37,0.1,4428.522898,0.622,12
74.3,93,1.47,18,9.52,0.1,3488.493769,0.625,12.1
73.4,16,1.6,17.3,5.89,0.1,3853.33348,0.617,12.2
72.7,112,1.75,16.7,5.9,0.1,3432.247841,0.601,11.8
71.8,124,1.95,16.2,5.78,0.1,32.37239,0.597,12
78,129,1.98,15.6,5.84,0.1,298.67598,0.587,11.8
69.6,139,1.83,15.2,8,0.1,2182.99711,0.577,11.3
58.2,266,,23.8,,1.5,729.725338,0.438,8.4
57.8,272,0.01,23.2,6.86,1.6,825.5729915,0.43,8.2
57.3,275,0.01,22.5,6.58,1.6,777.659139,0.421,8
57.2,27,0.01,21.9,6.47,1.5,777.3476868,0.411,7.7
56.8,271,0.61,21.3,6.59,1.5,835.88998,0.404,7.5
56.5,273,0.6,2.7,6.35,1.5,78.377632,0.396,7.3
56,276,0.59,2.2,6.85,1.6,697.153124,0.385,7.1
55.5,278,0.57,19.6,6.74,1.6,689.6784228,0.36,5.8
55,282,0.55,19,6.97,1.7,595.6368319,0.363,6.4
54.3,288,0.53,18.5,6.56,1.8,521.6425796,0.35,6.1
53.6,29,0.55,18,6.34,1.9,487.942556,0.338,5.8
52.8,296,0.49,17.5,6.28,2,439.3572924,0.333,5.5
52,299,0.54,17,6.25,2.2,391.791281,0.318,5.2
51.2,31,0.53,16.5,6.32,2.3,334.22416,0.308,4.9
55,34,0.51,16.1,6.39,2.4,36.8473237,0.297,4.6
49.8,37,0.47,15.6,6.29,2.5,269.3483829,0.291,4.4
81.7,54,,69.6,,0.1,23819.4636,0.853,14.6
81.4,55,8.49,69.2,9.75,0.1,2618.92599,0.847,14.3
81.1,57,8.58,68.8,9.89,0.1,2393.1888,0.828,14.2
81,58,7.67,68.4,9.95,0.1,2193.8836,0.821,14.1
87,59,6.91,68,9.6,0.1,22821.847,0.826,14.8
83,62,7.91,67.6,8.3,0.1,2187.79469,0.819,14.6
82,63,7.38,67.1,8.33,0.1,2675.58259,0.815,14.4
80,64,7.14,66.6,8.15,0.1,21928.767,0.813,14.6
79.6,65,7.45,66.1,8.36,0.1,19375.5696,0.808,14.4
79.3,66,8.84,65.6,8.93,0.1,16671.5672,0.809,14.8
79,67,6.41,65,8.83,0.1,15835.34667,0.805,14.8
78.7,69,6.53,64.5,8.46,0.1,1519.5497,0.797,14.2
78.5,71,6.7,63.9,8.6,0.1,13689.98999,0.79,13.8
78.2,75,5.73,63.4,7.86,0.1,11843.9392,0.786,13.8
77.8,79,5.62,62.8,7.11,0.1,1121.78636,0.783,13.7
77.5,8,5.59,62.3,6.83,0.1,1139.5651,0.779,13.8
,,0.01,81.6,17.24,0.1,3617.752354,,0
63.1,25,,3.8,,0.9,1158.256469,0.513,8.5
63,26,0.01,3.1,3.77,0.9,1326.66882,0.509,8.5
62.7,28,0.01,29.4,3.63,1.1,145.57838,0.501,8.2
62.5,29,0.01,28.8,3.36,1.2,1364.283745,0.491,7.8
62.2,212,0.01,28.1,2.87,1.2,1393.261593,0.487,7.7
62,214,0.01,27.4,3.28,1.2,123.383675,0.484,7.6
61.7,215,0.01,26.8,3.79,1.2,146.83851,0.476,7.1
61.4,217,0.02,26.1,3.23,1.3,1167.535689,0.475,7.2
61.2,219,0.02,25.5,3.54,1.3,113.3128,0.475,7.4
